ATM_ID,Location,Latitude,Longitude,Area_Type,City,Monthly_Transactions,Avg_Withdrawal_Amount,ATM_Status,Last_Used_Days_Ago
ATM05307,Yerwada,18.5626,73.877,Mixed,Pune,780,2533,Active,8
ATM05308,Shivaji Nagar,18.53,73.85,Commercial,Pune,1611,3492,Active,5
ATM05309,Camp,18.5167,73.8567,Commercial,Pune,0,1879,Active,4
ATM05310,Yerwada,18.5626,73.877,Mixed,Pune,1043,3253,Active,11
ATM05311,Hadapsar,18.5089,73.9235,IT Hub,Pune,1064,2548,Active,25
ATM05312,Yerwada,18.5626,73.877,IT Hub,Pune,3398,3178,Active,152
ATM05313,Swargate,18.5018,73.8636,Commercial,Pune,779,3398,Active,47
ATM05314,Aundh,18.5579,73.8077,Mixed,Pune,0,2946,Active,13
ATM05315,Aundh,18.5579,73.8077,IT Hub,Pune,0,4784,Active,2
ATM05316,Hinjewadi,18.5911,73.7389,Commercial,Pune,574,3320,Active,21
ATM05317,Hadapsar,18.5089,73.9235,Mixed,Pune,3676,3113,Active,49
ATM05318,Baner,18.559,73.7862,Commercial,Pune,0,3509,Active,51
ATM05319,Shivaji Nagar,18.53,73.85,Residential,Pune,2309,3460,Active,0
ATM05320,Hinjewadi,18.5911,73.7389,Mixed,Pune,1535,4122,Active,25
ATM05321,Camp,18.5167,73.8567,Residential,Pune,0,3355,Active,17
ATM05322,Hinjewadi,18.5911,73.7389,Commercial,Pune,3894,2179,Active,47
ATM05323,Camp,18.5167,73.8567,Commercial,Pune,0,3016,Active,41
ATM05324,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1132,4022,Active,19
ATM05325,Camp,18.5167,73.8567,Mixed,Pune,0,2649,Active,2
ATM05326,Yerwada,18.5626,73.877,Commercial,Pune,0,3866,Active,19
ATM05327,Swargate,18.5018,73.8636,Commercial,Pune,0,3955,Active,6
ATM05328,Yerwada,18.5626,73.877,Commercial,Pune,940,2408,Active,13
ATM05329,Yerwada,18.5626,73.877,Commercial,Pune,0,2072,Active,21
ATM05330,Shivaji Nagar,18.53,73.85,Mixed,Pune,0,3997,Active,7
ATM05331,Baner,18.559,73.7862,Mixed,Pune,4292,2391,Active,41
ATM05332,Kothrud,18.5074,73.8077,Residential,Pune,446,2992,Active,8
ATM05333,Kothrud,18.5074,73.8077,IT Hub,Pune,2660,3769,Active,6
ATM05334,Kothrud,18.5074,73.8077,Residential,Pune,3866,4543,Active,28
ATM05335,Hadapsar,18.5089,73.9235,Commercial,Pune,458,2017,Active,0
ATM05336,Baner,18.559,73.7862,Mixed,Pune,2959,3183,Active,77
ATM05337,Viman Nagar,18.5679,73.9143,Commercial,Pune,0,3109,Active,56
ATM05338,Hadapsar,18.5089,73.9235,IT Hub,Pune,1030,3968,Active,16
ATM05339,Hadapsar,18.5089,73.9235,IT Hub,Pune,3828,2002,Active,76
ATM05340,Shivaji Nagar,18.53,73.85,Mixed,Pune,2174,3195,Active,3
ATM05341,Hinjewadi,18.5911,73.7389,Commercial,Pune,0,2897,Active,5
ATM05342,Hadapsar,18.5089,73.9235,Mixed,Pune,1017,3756,Active,2
ATM05343,Shivaji Nagar,18.53,73.85,IT Hub,Pune,1717,3796,Active,4
ATM05344,Camp,18.5167,73.8567,Residential,Pune,0,2700,Active,19
ATM05345,Yerwada,18.5626,73.877,Mixed,Pune,0,3374,Active,22
ATM05346,Viman Nagar,18.5679,73.9143,IT Hub,Pune,0,2617,Active,5
ATM05347,Camp,18.5167,73.8567,Commercial,Pune,1154,2451,Active,35
ATM05348,Hadapsar,18.5089,73.9235,Residential,Pune,429,3073,Active,27
ATM05349,Swargate,18.5018,73.8636,Residential,Pune,3281,2425,Active,63
ATM05350,Shivaji Nagar,18.53,73.85,Residential,Pune,2160,4330,Active,5
ATM05351,Hinjewadi,18.5911,73.7389,Commercial,Pune,0,2436,Active,3
ATM05352,Camp,18.5167,73.8567,Mixed,Pune,2995,2665,Active,40
ATM05353,Kothrud,18.5074,73.8077,Mixed,Pune,2894,2504,Active,17
ATM05354,Hadapsar,18.5089,73.9235,IT Hub,Pune,0,1942,Active,18
ATM05355,Baner,18.559,73.7862,Mixed,Pune,1715,1608,Active,63
ATM05356,Shivaji Nagar,18.53,73.85,Residential,Pune,0,3172,Active,10
ATM05357,Yerwada,18.5626,73.877,Mixed,Pune,2820,2450,Active,13
ATM05358,Hinjewadi,18.5911,73.7389,Mixed,Pune,1255,3058,Active,65
ATM05359,Aundh,18.5579,73.8077,Commercial,Pune,1121,4085,Active,19
ATM05360,Yerwada,18.5626,73.877,Mixed,Pune,1925,3781,Active,14
ATM05361,Hadapsar,18.5089,73.9235,Commercial,Pune,0,3342,Active,13
ATM05362,Yerwada,18.5626,73.877,Commercial,Pune,1223,2935,Active,7
ATM05363,Kothrud,18.5074,73.8077,Residential,Pune,586,3807,Active,28
ATM05364,Camp,18.5167,73.8567,Commercial,Pune,2424,2644,Active,6
ATM05365,Viman Nagar,18.5679,73.9143,Commercial,Pune,3247,3652,Active,23
ATM05366,Shivaji Nagar,18.53,73.85,Residential,Pune,139,2023,Active,57
ATM05367,Shivaji Nagar,18.53,73.85,Commercial,Pune,1052,2959,Active,18
ATM05368,Hinjewadi,18.5911,73.7389,IT Hub,Pune,28,2827,Active,1
ATM05369,Aundh,18.5579,73.8077,Commercial,Pune,2657,2338,Active,37
ATM05370,Aundh,18.5579,73.8077,IT Hub,Pune,2465,2697,Active,11
ATM05371,Hadapsar,18.5089,73.9235,Residential,Pune,1795,4571,Active,3
ATM05372,Baner,18.559,73.7862,IT Hub,Pune,645,2776,Active,60
ATM05373,Hinjewadi,18.5911,73.7389,Mixed,Pune,2717,2011,Active,8
ATM05374,Viman Nagar,18.5679,73.9143,Mixed,Pune,0,3120,Active,12
ATM05375,Viman Nagar,18.5679,73.9143,IT Hub,Pune,3591,3233,Active,8
ATM05376,Hadapsar,18.5089,73.9235,Commercial,Pune,3301,4067,Active,18
ATM05377,Shivaji Nagar,18.53,73.85,IT Hub,Pune,2821,3061,Active,23
ATM05378,Kothrud,18.5074,73.8077,Mixed,Pune,2060,1207,Active,0
ATM05379,Hadapsar,18.5089,73.9235,Commercial,Pune,917,2679,Active,28
ATM05380,Hinjewadi,18.5911,73.7389,Commercial,Pune,232,2611,Active,81
ATM05381,Hinjewadi,18.5911,73.7389,Mixed,Pune,0,2096,Active,61
ATM05382,Viman Nagar,18.5679,73.9143,Mixed,Pune,76,4009,Active,37
ATM05383,Hinjewadi,18.5911,73.7389,IT Hub,Pune,3944,3525,Active,7
ATM05384,Baner,18.559,73.7862,Residential,Pune,0,2301,Active,2
ATM05385,Aundh,18.5579,73.8077,IT Hub,Pune,0,2850,Active,27
ATM05386,Hadapsar,18.5089,73.9235,Commercial,Pune,932,4545,Active,1
ATM05387,Hadapsar,18.5089,73.9235,Mixed,Pune,0,3647,Active,4
ATM05388,Kothrud,18.5074,73.8077,Residential,Pune,0,2103,Active,19
ATM05389,Hinjewadi,18.5911,73.7389,IT Hub,Pune,0,3264,Active,38
ATM05390,Swargate,18.5018,73.8636,IT Hub,Pune,315,2699,Active,11
ATM05391,Swargate,18.5018,73.8636,Mixed,Pune,1666,2658,Active,20
ATM05392,Swargate,18.5018,73.8636,Mixed,Pune,1950,3880,Active,32
ATM05393,Swargate,18.5018,73.8636,Mixed,Pune,1104,3322,Active,80
ATM05394,Swargate,18.5018,73.8636,Mixed,Pune,0,2409,Active,64
ATM05395,Hinjewadi,18.5911,73.7389,Residential,Pune,845,3428,Active,126
ATM05396,Hadapsar,18.5089,73.9235,IT Hub,Pune,3806,2794,Active,18
ATM05397,Baner,18.559,73.7862,Residential,Pune,2201,3647,Active,5
ATM05398,Yerwada,18.5626,73.877,Mixed,Pune,4133,2185,Active,10
ATM05399,Yerwada,18.5626,73.877,IT Hub,Pune,86,3511,Active,54
ATM05400,Yerwada,18.5626,73.877,IT Hub,Pune,1082,4309,Active,143
ATM05401,Aundh,18.5579,73.8077,Commercial,Pune,3853,2637,Active,9
ATM05402,Camp,18.5167,73.8567,Commercial,Pune,202,1992,Active,18
ATM05403,Camp,18.5167,73.8567,Commercial,Pune,0,1990,Active,18
ATM05404,Viman Nagar,18.5679,73.9143,Mixed,Pune,2803,4533,Active,120
ATM05405,Camp,18.5167,73.8567,Residential,Pune,0,3249,Active,135
ATM05406,Baner,18.559,73.7862,Mixed,Pune,2732,2818,Active,22
ATM05407,Yerwada,18.5626,73.877,Mixed,Pune,882,2721,Active,19
ATM05408,Aundh,18.5579,73.8077,Residential,Pune,780,2988,Active,15
ATM05409,Kothrud,18.5074,73.8077,Residential,Pune,490,3071,Active,6
ATM05410,Hinjewadi,18.5911,73.7389,Mixed,Pune,1577,2133,Active,50
ATM05411,Kothrud,18.5074,73.8077,Mixed,Pune,2695,1822,Active,10
ATM05412,Camp,18.5167,73.8567,Commercial,Pune,24,3172,Active,47
ATM05413,Shivaji Nagar,18.53,73.85,Mixed,Pune,342,3124,Active,77
ATM05414,Viman Nagar,18.5679,73.9143,Commercial,Pune,2095,4187,Active,30
ATM05415,Viman Nagar,18.5679,73.9143,Residential,Pune,840,4291,Active,15
ATM05416,Aundh,18.5579,73.8077,Mixed,Pune,0,3245,Active,4
ATM05417,Swargate,18.5018,73.8636,Commercial,Pune,3909,2277,Active,74
ATM05418,Hadapsar,18.5089,73.9235,Mixed,Pune,1853,3263,Active,4
ATM05419,Swargate,18.5018,73.8636,Commercial,Pune,691,3290,Active,39
ATM05420,Camp,18.5167,73.8567,IT Hub,Pune,0,3611,Active,73
ATM05421,Hadapsar,18.5089,73.9235,Commercial,Pune,0,3336,Active,13
ATM05422,Baner,18.559,73.7862,Mixed,Pune,0,3153,Active,7
ATM05423,Swargate,18.5018,73.8636,Mixed,Pune,794,2051,Active,17
ATM05424,Yerwada,18.5626,73.877,IT Hub,Pune,0,2196,Active,77
ATM05425,Yerwada,18.5626,73.877,Mixed,Pune,2705,2404,Active,43
ATM05426,Aundh,18.5579,73.8077,Commercial,Pune,1180,2188,Active,15
ATM05427,Hinjewadi,18.5911,73.7389,Mixed,Pune,2010,3786,Active,47
ATM05428,Hinjewadi,18.5911,73.7389,Mixed,Pune,0,2356,Active,30
ATM05429,Shivaji Nagar,18.53,73.85,Mixed,Pune,0,3257,Active,63
ATM05430,Viman Nagar,18.5679,73.9143,Residential,Pune,1669,2891,Active,44
ATM05431,Shivaji Nagar,18.53,73.85,IT Hub,Pune,0,1465,Active,11
ATM05432,Viman Nagar,18.5679,73.9143,IT Hub,Pune,740,2771,Active,15
ATM05433,Viman Nagar,18.5679,73.9143,Commercial,Pune,1397,2291,Active,47
ATM05434,Baner,18.559,73.7862,IT Hub,Pune,1155,2837,Active,54
ATM05435,Swargate,18.5018,73.8636,Residential,Pune,721,3273,Active,27
ATM05436,Yerwada,18.5626,73.877,Mixed,Pune,3499,3249,Active,6
ATM05437,Swargate,18.5018,73.8636,Mixed,Pune,2429,1330,Active,11
ATM05438,Swargate,18.5018,73.8636,Commercial,Pune,6,3130,Active,51
ATM05439,Swargate,18.5018,73.8636,Residential,Pune,968,4503,Active,16
ATM05440,Aundh,18.5579,73.8077,Mixed,Pune,1044,3109,Active,18
ATM05441,Hadapsar,18.5089,73.9235,IT Hub,Pune,0,2827,Active,27
ATM05442,Kothrud,18.5074,73.8077,Commercial,Pune,0,3801,Active,39
ATM05443,Aundh,18.5579,73.8077,Mixed,Pune,702,2793,Active,5
ATM05444,Kothrud,18.5074,73.8077,Mixed,Pune,2963,2128,Active,0
ATM05445,Hinjewadi,18.5911,73.7389,Commercial,Pune,2460,1232,Active,3
ATM05446,Baner,18.559,73.7862,Mixed,Pune,2365,3487,Active,20
ATM05447,Camp,18.5167,73.8567,Commercial,Pune,1044,3140,Active,5
ATM05448,Viman Nagar,18.5679,73.9143,IT Hub,Pune,199,1954,Active,7
ATM05449,Kothrud,18.5074,73.8077,IT Hub,Pune,1677,2955,Active,3
ATM05450,Shivaji Nagar,18.53,73.85,IT Hub,Pune,0,3026,Active,5
ATM05451,Viman Nagar,18.5679,73.9143,Mixed,Pune,538,2510,Active,23
ATM05452,Hinjewadi,18.5911,73.7389,Residential,Pune,276,3573,Active,50
ATM05453,Hinjewadi,18.5911,73.7389,IT Hub,Pune,656,2389,Active,5
ATM05454,Shivaji Nagar,18.53,73.85,Commercial,Pune,2175,2656,Active,13
ATM05455,Aundh,18.5579,73.8077,Commercial,Pune,491,4143,Active,36
ATM05456,Swargate,18.5018,73.8636,Mixed,Pune,689,2687,Active,37
ATM05457,Swargate,18.5018,73.8636,IT Hub,Pune,1006,4093,Active,0
ATM05458,Swargate,18.5018,73.8636,Commercial,Pune,2406,2696,Active,6
ATM05459,Hinjewadi,18.5911,73.7389,Mixed,Pune,0,3014,Active,3
ATM05460,Aundh,18.5579,73.8077,Commercial,Pune,24,3923,Active,41
ATM05461,Camp,18.5167,73.8567,Commercial,Pune,1115,3945,Active,188
ATM05462,Swargate,18.5018,73.8636,Residential,Pune,2445,2371,Active,15
ATM05463,Hinjewadi,18.5911,73.7389,Commercial,Pune,0,3070,Active,43
ATM05464,Viman Nagar,18.5679,73.9143,Mixed,Pune,1107,2250,Active,102
ATM05465,Kothrud,18.5074,73.8077,Commercial,Pune,597,2521,Active,5
ATM05466,Hadapsar,18.5089,73.9235,IT Hub,Pune,416,3021,Active,68
ATM05467,Baner,18.559,73.7862,Residential,Pune,2196,2293,Active,115
ATM05468,Hinjewadi,18.5911,73.7389,IT Hub,Pune,837,3691,Active,32
ATM05469,Hadapsar,18.5089,73.9235,IT Hub,Pune,0,3328,Active,20
ATM05470,Viman Nagar,18.5679,73.9143,IT Hub,Pune,976,2762,Active,14
ATM05471,Swargate,18.5018,73.8636,Residential,Pune,257,3095,Active,17
ATM05472,Yerwada,18.5626,73.877,IT Hub,Pune,372,2434,Active,43
ATM05473,Hinjewadi,18.5911,73.7389,Commercial,Pune,1035,2477,Active,21
ATM05474,Hadapsar,18.5089,73.9235,Commercial,Pune,2936,4258,Active,46
ATM05475,Aundh,18.5579,73.8077,Commercial,Pune,0,840,Active,4
ATM05476,Shivaji Nagar,18.53,73.85,Residential,Pune,534,3284,Active,24
ATM05477,Camp,18.5167,73.8567,Mixed,Pune,1357,2460,Active,20
ATM05478,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1453,2804,Active,4
ATM05479,Shivaji Nagar,18.53,73.85,IT Hub,Pune,1343,2470,Active,7
ATM05480,Shivaji Nagar,18.53,73.85,IT Hub,Pune,1841,3557,Active,12
ATM05481,Aundh,18.5579,73.8077,Commercial,Pune,3231,1944,Active,10
ATM05482,Yerwada,18.5626,73.877,Commercial,Pune,1595,3566,Active,21
ATM05483,Yerwada,18.5626,73.877,IT Hub,Pune,0,3067,Active,7
ATM05484,Swargate,18.5018,73.8636,Residential,Pune,1945,4564,Active,8
ATM05485,Shivaji Nagar,18.53,73.85,IT Hub,Pune,0,3598,Active,48
ATM05486,Hadapsar,18.5089,73.9235,Mixed,Pune,1107,2576,Active,4
ATM05487,Hadapsar,18.5089,73.9235,Residential,Pune,0,2843,Active,9
ATM05488,Baner,18.559,73.7862,Residential,Pune,0,2979,Active,46
ATM05489,Camp,18.5167,73.8567,Residential,Pune,3304,2493,Active,5
ATM05490,Yerwada,18.5626,73.877,Mixed,Pune,0,2976,Active,19
ATM05491,Viman Nagar,18.5679,73.9143,Commercial,Pune,770,3965,Active,0
ATM05492,Swargate,18.5018,73.8636,Commercial,Pune,0,2267,Active,34
ATM05493,Swargate,18.5018,73.8636,Residential,Pune,4122,4143,Active,20
ATM05494,Shivaji Nagar,18.53,73.85,Residential,Pune,2019,3110,Active,46
ATM05495,Camp,18.5167,73.8567,Commercial,Pune,0,3846,Active,55
ATM05496,Camp,18.5167,73.8567,Commercial,Pune,3243,3390,Active,29
ATM05497,Yerwada,18.5626,73.877,Commercial,Pune,585,3080,Active,16
ATM05498,Kothrud,18.5074,73.8077,Residential,Pune,0,2710,Active,43
ATM05499,Viman Nagar,18.5679,73.9143,Commercial,Pune,0,1839,Active,28
ATM05500,Hinjewadi,18.5911,73.7389,Commercial,Pune,3812,2412,Active,47
ATM05501,Baner,18.559,73.7862,Mixed,Pune,2792,3085,Active,71
ATM05502,Yerwada,18.5626,73.877,Commercial,Pune,0,3090,Active,5
ATM05503,Baner,18.559,73.7862,Residential,Pune,0,3053,Active,48
ATM05504,Baner,18.559,73.7862,Residential,Pune,1663,999,Active,60
ATM05505,Aundh,18.5579,73.8077,Commercial,Pune,1267,1962,Active,9
ATM05506,Camp,18.5167,73.8567,Mixed,Pune,1323,2714,Active,66
ATM05507,Yerwada,18.5626,73.877,Commercial,Pune,1511,2731,Active,1
ATM05508,Hadapsar,18.5089,73.9235,Residential,Pune,2417,2705,Active,3
ATM05509,Camp,18.5167,73.8567,Commercial,Pune,573,3806,Active,19
ATM05510,Camp,18.5167,73.8567,Residential,Pune,23,2684,Active,57
ATM05511,Hinjewadi,18.5911,73.7389,Mixed,Pune,0,3440,Active,42
ATM05512,Viman Nagar,18.5679,73.9143,Residential,Pune,1469,3338,Active,3
ATM05513,Hinjewadi,18.5911,73.7389,Commercial,Pune,1669,3677,Active,17
ATM05514,Viman Nagar,18.5679,73.9143,Residential,Pune,0,2598,Active,48
ATM05515,Baner,18.559,73.7862,Residential,Pune,1850,3014,Active,0
ATM05516,Hinjewadi,18.5911,73.7389,Commercial,Pune,0,2857,Active,61
ATM05517,Hinjewadi,18.5911,73.7389,Residential,Pune,4171,1873,Active,35
ATM05518,Aundh,18.5579,73.8077,Residential,Pune,2214,1704,Active,33
ATM05519,Aundh,18.5579,73.8077,IT Hub,Pune,1531,2796,Active,27
ATM05520,Swargate,18.5018,73.8636,IT Hub,Pune,449,2502,Active,23
ATM05521,Yerwada,18.5626,73.877,IT Hub,Pune,2657,2050,Active,17
ATM05522,Kothrud,18.5074,73.8077,Commercial,Pune,0,4342,Active,29
ATM05523,Swargate,18.5018,73.8636,Commercial,Pune,375,1153,Active,3
ATM05524,Hadapsar,18.5089,73.9235,Mixed,Pune,775,3728,Active,12
ATM05525,Camp,18.5167,73.8567,IT Hub,Pune,2527,1936,Active,41
ATM05526,Yerwada,18.5626,73.877,Commercial,Pune,1945,4182,Active,22
ATM05527,Swargate,18.5018,73.8636,Mixed,Pune,248,3444,Active,18
ATM05528,Kothrud,18.5074,73.8077,Mixed,Pune,52,2064,Active,12
ATM05529,Baner,18.559,73.7862,Residential,Pune,2714,3022,Active,15
ATM05530,Camp,18.5167,73.8567,IT Hub,Pune,1394,3297,Active,134
ATM05531,Aundh,18.5579,73.8077,Residential,Pune,1595,4989,Active,3
ATM05532,Hinjewadi,18.5911,73.7389,IT Hub,Pune,361,2277,Active,150
ATM05533,Viman Nagar,18.5679,73.9143,Mixed,Pune,2929,2186,Active,9
ATM05534,Yerwada,18.5626,73.877,Mixed,Pune,1925,3772,Active,20
ATM05535,Viman Nagar,18.5679,73.9143,IT Hub,Pune,0,3041,Active,16
ATM05536,Baner,18.559,73.7862,Commercial,Pune,2341,3302,Active,8
ATM05537,Shivaji Nagar,18.53,73.85,Mixed,Pune,702,4363,Active,8
ATM05538,Yerwada,18.5626,73.877,Commercial,Pune,1239,1989,Active,9
ATM05539,Aundh,18.5579,73.8077,Residential,Pune,2487,2460,Active,4
ATM05540,Swargate,18.5018,73.8636,Mixed,Pune,1501,2857,Active,8
ATM05541,Hadapsar,18.5089,73.9235,Mixed,Pune,741,2736,Active,17
ATM05542,Yerwada,18.5626,73.877,IT Hub,Pune,0,3092,Active,0
ATM05543,Shivaji Nagar,18.53,73.85,Residential,Pune,1110,1899,Active,30
ATM05544,Aundh,18.5579,73.8077,Residential,Pune,168,1879,Active,0
ATM05545,Hadapsar,18.5089,73.9235,Mixed,Pune,1491,3005,Active,35
ATM05546,Shivaji Nagar,18.53,73.85,Residential,Pune,155,2510,Active,46
ATM05547,Swargate,18.5018,73.8636,Mixed,Pune,2260,2890,Active,29
ATM05548,Aundh,18.5579,73.8077,Mixed,Pune,0,4221,Active,32
ATM05549,Camp,18.5167,73.8567,Residential,Pune,1719,1693,Active,9
ATM05550,Hadapsar,18.5089,73.9235,Commercial,Pune,938,3978,Active,4
ATM05551,Hinjewadi,18.5911,73.7389,Mixed,Pune,0,1323,Active,36
ATM05552,Yerwada,18.5626,73.877,Mixed,Pune,251,2857,Active,17
ATM05553,Yerwada,18.5626,73.877,IT Hub,Pune,752,2675,Active,25
ATM05554,Baner,18.559,73.7862,IT Hub,Pune,0,3208,Active,33
ATM05555,Hadapsar,18.5089,73.9235,IT Hub,Pune,0,3366,Active,30
ATM05556,Hinjewadi,18.5911,73.7389,Mixed,Pune,0,2480,Active,14
ATM05557,Aundh,18.5579,73.8077,Residential,Pune,706,2154,Active,17
ATM05558,Aundh,18.5579,73.8077,Residential,Pune,1789,1735,Active,1
ATM05559,Swargate,18.5018,73.8636,Mixed,Pune,2280,2495,Active,53
ATM05560,Hadapsar,18.5089,73.9235,Commercial,Pune,2022,1988,Active,35
ATM05561,Baner,18.559,73.7862,Residential,Pune,1413,4584,Active,26
ATM05562,Camp,18.5167,73.8567,Commercial,Pune,2576,1859,Active,8
ATM05563,Shivaji Nagar,18.53,73.85,Residential,Pune,2664,4429,Active,12
ATM05564,Viman Nagar,18.5679,73.9143,IT Hub,Pune,3056,3410,Active,52
ATM05565,Kothrud,18.5074,73.8077,Commercial,Pune,0,2285,Active,7
ATM05566,Camp,18.5167,73.8567,IT Hub,Pune,3307,2988,Active,131
ATM05567,Shivaji Nagar,18.53,73.85,IT Hub,Pune,0,4055,Active,0
ATM05568,Hinjewadi,18.5911,73.7389,Mixed,Pune,2215,2559,Active,64
ATM05569,Aundh,18.5579,73.8077,Residential,Pune,1516,3016,Active,13
ATM05570,Kothrud,18.5074,73.8077,Mixed,Pune,1945,2411,Active,18
ATM05571,Viman Nagar,18.5679,73.9143,IT Hub,Pune,0,4159,Active,3
ATM05572,Camp,18.5167,73.8567,Residential,Pune,3713,1093,Active,27
ATM05573,Shivaji Nagar,18.53,73.85,Residential,Pune,0,3427,Active,128
ATM05574,Camp,18.5167,73.8567,IT Hub,Pune,0,3348,Active,22
ATM05575,Shivaji Nagar,18.53,73.85,Mixed,Pune,1246,3069,Active,84
ATM05576,Baner,18.559,73.7862,Mixed,Pune,556,4120,Active,68
ATM05577,Yerwada,18.5626,73.877,IT Hub,Pune,0,3831,Active,2
ATM05578,Baner,18.559,73.7862,Commercial,Pune,627,3527,Active,12
ATM05579,Camp,18.5167,73.8567,Residential,Pune,0,2483,Active,97
ATM05580,Camp,18.5167,73.8567,Mixed,Pune,2222,2877,Active,27
ATM05581,Viman Nagar,18.5679,73.9143,Residential,Pune,2053,4573,Active,70
ATM05582,Kothrud,18.5074,73.8077,Mixed,Pune,2000,1484,Active,31
ATM05583,Yerwada,18.5626,73.877,Commercial,Pune,107,2295,Active,34
ATM05584,Swargate,18.5018,73.8636,Residential,Pune,1432,4043,Active,20
ATM05585,Baner,18.559,73.7862,Mixed,Pune,0,1774,Active,42
ATM05586,Hadapsar,18.5089,73.9235,Residential,Pune,0,1870,Active,11
ATM05587,Hadapsar,18.5089,73.9235,Residential,Pune,526,3563,Active,30
ATM05588,Yerwada,18.5626,73.877,Commercial,Pune,2269,2422,Active,77
ATM05589,Kothrud,18.5074,73.8077,Commercial,Pune,1068,3046,Active,20
ATM05590,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1808,3060,Active,10
ATM05591,Kothrud,18.5074,73.8077,Residential,Pune,0,3851,Active,13
ATM05592,Hadapsar,18.5089,73.9235,Mixed,Pune,0,2737,Active,13
ATM05593,Swargate,18.5018,73.8636,Mixed,Pune,2139,3249,Active,6
ATM05594,Kothrud,18.5074,73.8077,IT Hub,Pune,2125,3357,Active,91
ATM05595,Shivaji Nagar,18.53,73.85,Mixed,Pune,775,4075,Active,59
ATM05596,Camp,18.5167,73.8567,Commercial,Pune,1205,3945,Active,5
ATM05597,Yerwada,18.5626,73.877,Commercial,Pune,692,2994,Active,23
ATM05598,Hinjewadi,18.5911,73.7389,Residential,Pune,1025,3236,Active,21
ATM05599,Kothrud,18.5074,73.8077,IT Hub,Pune,2321,3041,Active,26
ATM05600,Aundh,18.5579,73.8077,Mixed,Pune,1287,3264,Active,23
ATM05601,Camp,18.5167,73.8567,Commercial,Pune,0,3338,Active,7
ATM05602,Kothrud,18.5074,73.8077,Residential,Pune,0,3064,Active,12
ATM05603,Yerwada,18.5626,73.877,Commercial,Pune,315,3369,Active,8
ATM05604,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1759,3365,Active,0
ATM05605,Hinjewadi,18.5911,73.7389,Mixed,Pune,0,2721,Active,45
ATM05606,Kothrud,18.5074,73.8077,Commercial,Pune,2157,1736,Active,80
ATM05607,Kothrud,18.5074,73.8077,Mixed,Pune,1476,3082,Active,42
ATM05608,Kothrud,18.5074,73.8077,Residential,Pune,613,3040,Active,5
ATM05609,Kothrud,18.5074,73.8077,Residential,Pune,809,1109,Active,6
ATM05610,Baner,18.559,73.7862,Residential,Pune,1564,2859,Active,8
ATM05611,Shivaji Nagar,18.53,73.85,Mixed,Pune,1917,2422,Active,46
ATM05612,Camp,18.5167,73.8567,Commercial,Pune,2141,4004,Active,41
ATM05613,Kothrud,18.5074,73.8077,Commercial,Pune,2233,2513,Active,22
ATM05614,Swargate,18.5018,73.8636,Residential,Pune,1996,3731,Active,19
ATM05615,Viman Nagar,18.5679,73.9143,IT Hub,Pune,1440,3588,Active,3
ATM05616,Yerwada,18.5626,73.877,Commercial,Pune,1672,4883,Active,0
ATM05617,Kothrud,18.5074,73.8077,IT Hub,Pune,2041,3870,Active,57
ATM05618,Camp,18.5167,73.8567,Residential,Pune,2625,1653,Active,2
ATM05619,Aundh,18.5579,73.8077,Commercial,Pune,1929,2961,Active,19
ATM05620,Shivaji Nagar,18.53,73.85,IT Hub,Pune,0,3141,Active,55
ATM05621,Camp,18.5167,73.8567,Mixed,Pune,3021,2167,Active,31
ATM05622,Baner,18.559,73.7862,Mixed,Pune,2849,4140,Active,7
ATM05623,Camp,18.5167,73.8567,IT Hub,Pune,1190,2563,Active,0
ATM05624,Swargate,18.5018,73.8636,Commercial,Pune,1685,2910,Active,22
ATM05625,Yerwada,18.5626,73.877,Mixed,Pune,316,1616,Active,2
ATM05626,Yerwada,18.5626,73.877,Mixed,Pune,60,2586,Active,27
ATM05627,Yerwada,18.5626,73.877,IT Hub,Pune,1442,2527,Active,0
ATM05628,Camp,18.5167,73.8567,Mixed,Pune,1878,3538,Active,51
ATM05629,Kothrud,18.5074,73.8077,Residential,Pune,1613,3414,Active,31
ATM05630,Yerwada,18.5626,73.877,Commercial,Pune,295,2560,Active,5
ATM05631,Viman Nagar,18.5679,73.9143,Commercial,Pune,706,2913,Active,51
ATM05632,Camp,18.5167,73.8567,IT Hub,Pune,2948,2801,Active,43
ATM05633,Viman Nagar,18.5679,73.9143,Commercial,Pune,1564,2683,Active,24
ATM05634,Kothrud,18.5074,73.8077,Mixed,Pune,3863,3307,Active,13
ATM05635,Yerwada,18.5626,73.877,Commercial,Pune,2538,3516,Active,0
ATM05636,Hinjewadi,18.5911,73.7389,Mixed,Pune,3616,4372,Active,1
ATM05637,Swargate,18.5018,73.8636,Commercial,Pune,2443,2461,Active,3
ATM05638,Kothrud,18.5074,73.8077,IT Hub,Pune,2909,2711,Active,39
ATM05639,Aundh,18.5579,73.8077,Commercial,Pune,0,500,Active,33
ATM05640,Kothrud,18.5074,73.8077,Mixed,Pune,0,3742,Active,34
ATM05641,Hinjewadi,18.5911,73.7389,Commercial,Pune,669,3334,Active,44
ATM05642,Baner,18.559,73.7862,Residential,Pune,3195,1466,Active,18
